ImageName,x,y,width,height,label
video1_frame_537.jpg,1252,310,117.89,103.89,
video1_frame_537.jpg,1253,380,129.67,157.92,
video1_frame_537.jpg,1497,282,108.45,98.73,
video1_frame_537.jpg,1557,355,129.12,121.42,
video1_frame_537.jpg,1643,524,176.93,150.97,
video1_frame_537.jpg,1252,541,149.72,167.99,
video1_frame_537.jpg,1234,756,206.17,224.72,
video1_frame_537.jpg,1765,840,202.69,254.64,
video1_frame_537.jpg,742,803,268.41,251.54,
video1_frame_537.jpg,1019,1108,297,343.45,
video1_frame_537.jpg,379,1544,737.53,616.32,
video5_frame_646.jpg,822,2055,209.84,105.37,
video5_frame_646.jpg,3272,305,123.8,211.94,
video5_frame_646.jpg,3382,366,188.33,274.36,
video5_frame_646.jpg,3296,804,175.21,169.96,
video5_frame_646.jpg,3795,1529,45.5,84.36,
video5_frame_646.jpg,2571,0,212.75,103.48,
video5_frame_646.jpg,2544,79,213.11,152.27,
video5_frame_646.jpg,2380,554,132.72,232.4,
video5_frame_646.jpg,2247,572,137.45,206.69,
video5_frame_646.jpg,2154,489,130.62,215.6,
video5_frame_646.jpg,2037,440,134.82,216.13,
video1_frame_86.jpg,868,280,113.1,121.3,
video1_frame_86.jpg,955,1061,289.03,355.98,
video1_frame_86.jpg,1763,893,255.89,374.18,
video1_frame_86.jpg,3067,1220,425.99,449.52,
video1_frame_86.jpg,1016,513,160.73,176.21,
video1_frame_86.jpg,1168,521,237.97,388.89,
video1_frame_86.jpg,1592,413,144.82,144.57,
video1_frame_86.jpg,1445,191,110.94,123.8,
video1_frame_86.jpg,1235,211,121.3,137.89,
video1_frame_86.jpg,1209,94,71.91,67.93,
video1_frame_86.jpg,1080,125,89.51,97.98,
video1_frame_86.jpg,1097,30,53.4,48.84,
video1_frame_86.jpg,1195,30,58.56,51.12,
video5_frame_2516.jpg,3303,885,175.16,163.63,
video5_frame_2516.jpg,3390,452,190.43,271.72,
video5_frame_2516.jpg,3291,381,122.76,219.28,
video5_frame_2516.jpg,2954,68,123.28,216.15,
video5_frame_2516.jpg,2596,48,212.38,133.33,
video5_frame_2516.jpg,2572,152,208.02,155.19,
video5_frame_2516.jpg,2400,623,133.33,227.69,
video5_frame_2516.jpg,2179,556,129.93,212.21,
video5_frame_2516.jpg,2063,504,135.52,213.33,
video5_frame_2516.jpg,1443,648,278.9,209.87,
video5_frame_2516.jpg,986,1764,209.07,156.28,
video5_frame_2516.jpg,839,2082,200.18,78.05,
video1_frame_539.jpg,867,279,111.21,120.62,
video1_frame_539.jpg,3209,1011,432.12,377.64,
video1_frame_539.jpg,483,1045,374.62,359.96,
video1_frame_539.jpg,1253,335,124.37,123.78,
video1_frame_539.jpg,1240,193,89.44,86.98,
video1_frame_539.jpg,1223,129,80.8,74.17,
video1_frame_539.jpg,1209,55,65.7,72.7,
video1_frame_539.jpg,1212,15,63.03,59.15,
video1_frame_539.jpg,1080,113,73.88,65.7,
video1_frame_539.jpg,1064,201,91.42,83.23,
video1_frame_539.jpg,1032,412,132.95,146.77,
video1_frame_539.jpg,1321,17,78.99,88.41,
video1_frame_539.jpg,1365,98,77.22,68.37,
video1_frame_539.jpg,1396,173,93.43,100.5,
video1_frame_539.jpg,1515,310,111.7,102.27,
video1_frame_539.jpg,1578,385,138.42,128.2,
video1_frame_539.jpg,1677,586,190.77,171.41,
video1_frame_539.jpg,1781,974,229.9,304.21,
video1_frame_539.jpg,392,1611,698.91,548.58,
video1_frame_539.jpg,1246,407,135.07,167.46,
video1_frame_539.jpg,1246,577,157.88,176.12,
video1_frame_539.jpg,1224,791,215.6,240.2,
video1_frame_539.jpg,992,1149,309.3,359.22,
video5_frame_2121.jpg,824,2102,160.26,57.91,
video5_frame_2121.jpg,3270,398,138.19,218.93,
video5_frame_2121.jpg,3372,469,191.74,271.76,
video5_frame_2121.jpg,3284,902,179.19,164.67,
video5_frame_2121.jpg,2046,525,136.43,212.09,
video5_frame_2121.jpg,2578,64,214.16,135.74,
video5_frame_2121.jpg,2639,0,233.11,99.83,
video5_frame_2121.jpg,2551,172,212.57,155.25,
video5_frame_2121.jpg,1404,1741,197.12,258.1,
video5_frame_2121.jpg,3572,1542,237.61,145.88,
video5_frame_2121.jpg,2900,76,133.35,214.95,
video5_frame_2121.jpg,2161,579,130.4,208.27,
video5_frame_2121.jpg,2382,640,136.14,230.72,
video5_frame_2121.jpg,969,1782,210.21,158.97,
video4_frame_326.jpg,2237,115,65.99,94.12,
video4_frame_326.jpg,2928,592,355.16,304.54,
video4_frame_326.jpg,1437,13,162.27,176.32,
video4_frame_326.jpg,2451,283,220.34,159.08,
video4_frame_326.jpg,2378,228,129.21,74.37,
video4_frame_326.jpg,2308,192,98.78,63.47,
video4_frame_326.jpg,1753,59,119.47,114.77,
video4_frame_326.jpg,1994,343,255.26,275.3,
video4_frame_326.jpg,2107,76,138.47,96.28,
video4_frame_326.jpg,2872,533,192.38,112.16,
video4_frame_326.jpg,3432,964,328.99,351.43,
video4_frame_326.jpg,3714,1276,125.8,199.39,
video4_frame_326.jpg,1948,0,52.28,45.8,
video4_frame_326.jpg,1664,278,222.21,215,
video4_frame_326.jpg,1366,749,500.67,731.62,
video4_frame_326.jpg,2645,373,153.28,142.08,
video4_frame_326.jpg,1988,13,107.72,84.74,
video5_frame_1636.jpg,2560,120,208.75,152.86,
video5_frame_1636.jpg,3735,883,105.23,161.92,
video5_frame_1636.jpg,967,208,207.81,160.61,
video5_frame_1636.jpg,831,2059,209,101,
video5_frame_1636.jpg,1735,1543,137.04,170.06,
video5_frame_1636.jpg,3639,709,129.85,222.45,
video5_frame_1636.jpg,3382,414,192.3,273.5,
video5_frame_1636.jpg,3281,348,130.78,219.39,
video5_frame_1636.jpg,2052,477,135.18,210,
video5_frame_1636.jpg,524,0,221.33,133.13,
video5_frame_1636.jpg,3295,848,177.55,165.62,
video5_frame_1636.jpg,2586,10,212.73,136.45,
video5_frame_1636.jpg,1426,2089,113,70.75,
video5_frame_1636.jpg,2167,533,129.8,202.9,
video5_frame_1636.jpg,2391,587,135.47,231.39,
video5_frame_1906.jpg,2383,625,135.97,229.27,
video5_frame_1906.jpg,2046,510,132.6,209.49,
video5_frame_1906.jpg,3290,885,176.65,167.1,
video5_frame_1906.jpg,3721,1605,119.19,108.79,
video5_frame_1906.jpg,2850,1280,212.12,117.17,
video5_frame_1906.jpg,2382,1137,221.8,133.3,
video5_frame_1906.jpg,2344,943,261.58,128.27,
video5_frame_1906.jpg,1821,1098,182.39,173.42,
video5_frame_1906.jpg,1370,528,235.77,184.89,
video5_frame_1906.jpg,2556,152,209.88,155.14,
video5_frame_1906.jpg,3379,453,190.13,272.9,
video5_frame_1906.jpg,965,1769,209.5,155.9,
video5_frame_1906.jpg,2581,39,212.67,140.71,
video5_frame_1906.jpg,3276,440,116.01,162.54,
video5_frame_1906.jpg,817,2089,193.25,70.9,
video5_frame_1906.jpg,2162,565,127.44,204.7,
video5_frame_1906.jpg,2627,0,216.7,71,
video5_frame_791.jpg,3315,800,176.8,167.46,
video5_frame_791.jpg,3402,360,186.28,274.55,
video5_frame_791.jpg,3296,299,117.37,210.94,
video5_frame_791.jpg,2587,0,215.22,98.16,
video5_frame_791.jpg,2570,74,204.18,150.57,
video5_frame_791.jpg,2398,551,135.01,231.07,
video5_frame_791.jpg,2267,571,136.84,200.66,
video5_frame_791.jpg,2173,493,128.51,205.1,
video5_frame_791.jpg,2057,437,129.81,212.25,
video5_frame_791.jpg,1672,733,199.58,157.94,
video5_frame_791.jpg,1983,1117,225.55,210.94,
video5_frame_791.jpg,841,2048,209.86,112.26,
video5_frame_2047.jpg,956,1769,208.38,159.59,
video5_frame_2047.jpg,2049,527,132.48,207.36,
video5_frame_2047.jpg,2164,580,130.79,205.67,
video5_frame_2047.jpg,2651,0,232.98,98.7,
video5_frame_2047.jpg,2592,69,211.83,134.58,
video5_frame_2047.jpg,2911,81,132.48,214.48,
video5_frame_2047.jpg,2562,171,211.83,159.39,
video5_frame_2047.jpg,3289,916,176.19,164.67,
video5_frame_2047.jpg,407,0,222.97,178.2,
video5_frame_2047.jpg,1587,1746,155.15,202.48,
video5_frame_2047.jpg,3285,432,125.26,197.92,
video5_frame_2047.jpg,806,2086,192.72,73.62,
video5_frame_2047.jpg,3381,481,193.21,273.42,
video5_frame_2047.jpg,2383,643,138.08,230.29,
video3_frame_74.jpg,2704,1029,81.13,154.55,
video3_frame_74.jpg,1443,2079,133.54,80.87,
video3_frame_74.jpg,1256,2048,130.49,111.38,
video3_frame_74.jpg,1641,420,144.74,94.35,
video3_frame_74.jpg,1943,220,141.89,135.45,
video3_frame_74.jpg,2511,564,138.67,165.19,
video3_frame_74.jpg,3617,1827,139.81,110.08,
video3_frame_74.jpg,2472,1549,152.75,131.78,
video3_frame_74.jpg,2055,1855,161.46,105.9,
video3_frame_74.jpg,2545,1816,83.39,161.51,
video3_frame_74.jpg,2411,1925,77,171.28,
video3_frame_74.jpg,2536,2011,83.76,148.95,
video1_frame_546.jpg,867,281,111.8,120,
video1_frame_546.jpg,1314,33,56.8,49.63,
video1_frame_546.jpg,1212,89,76.94,82.36,
video1_frame_546.jpg,1226,134,82.23,84,
video1_frame_546.jpg,1361,64,91.92,104.83,
video1_frame_546.jpg,1406,159,89.15,80.06,
video1_frame_546.jpg,1229,652,173.29,197.34,
video1_frame_546.jpg,1227,492,151.37,191.33,
video1_frame_546.jpg,1258,406,138.76,144.41,
video1_frame_546.jpg,1260,280,107.72,107.92,
video1_frame_546.jpg,1048,288,107.86,99.61,
video1_frame_546.jpg,1457,259,116.71,122.89,
video1_frame_546.jpg,1577,414,131.39,124.89,
video1_frame_546.jpg,1679,545,167.21,179.09,
video1_frame_546.jpg,1795,912,257.53,302.36,
video1_frame_546.jpg,1753,1844,349.54,316.41,
video1_frame_546.jpg,863,1332,372.25,447.05,
video1_frame_546.jpg,434,1089,401.29,421.54,
video1_frame_546.jpg,1181,902,241.4,279.28,
video1_frame_546.jpg,1095,45,56.29,52.75,
video1_frame_546.jpg,990,476,152.43,144.65,
video1_frame_546.jpg,1235,204,92.34,86.94,
video1_frame_546.jpg,1197,2,51.28,48.1,
video1_frame_546.jpg,1204,39,60.98,55,
video5_frame_1953.jpg,3298,902,177.22,167.69,
video5_frame_1953.jpg,2051,529,135.48,203.89,
video5_frame_1953.jpg,2167,572,136.99,210.37,
video5_frame_1953.jpg,2388,637,137.63,230.9,
video5_frame_1953.jpg,3387,470,193.19,272.43,
video5_frame_1953.jpg,3284,411,133.72,210.69,
video5_frame_1953.jpg,965,1784,210.26,155.65,
video5_frame_1953.jpg,2565,165,208.77,156.7,
video5_frame_1953.jpg,2622,0,229.33,82.02,
video5_frame_1953.jpg,2590,61,213.2,133.29,
video5_frame_1081.jpg,2281,948,232.58,108.18,
video5_frame_1081.jpg,824,2084,198,76,
video5_frame_1081.jpg,1646,665,190.81,136.35,
video5_frame_1081.jpg,2060,502,138.6,211.85,
video5_frame_1081.jpg,2176,554,129.27,210.4,
video5_frame_1081.jpg,2266,637,141.72,200.2,
video5_frame_1081.jpg,2397,616,135.84,233.51,
video5_frame_1081.jpg,2576,143,208.09,158.51,
video5_frame_1081.jpg,2600,40,212.22,133.72,
video5_frame_1081.jpg,3397,446,192.92,275.39,
video5_frame_1081.jpg,3308,881,177.48,167.77,
video5_frame_1081.jpg,1735,1061,97.49,228.75,
video5_frame_1081.jpg,3290,381,139.91,217.03,
video5_frame_1034.jpg,2183,537,131.6,215.74,
video5_frame_1034.jpg,815,2060,208.34,100.2,
video5_frame_1034.jpg,3405,448,188.96,269.72,
video5_frame_1034.jpg,3297,398,143.74,198.65,
video5_frame_1034.jpg,3309,883,179.92,165.12,
video5_frame_1034.jpg,1623,623,208.35,146.69,
video5_frame_1034.jpg,2610,33,211.98,134.59,
video5_frame_1034.jpg,2584,138,211.31,158.81,
video5_frame_1034.jpg,2403,607,135.53,229.92,
video5_frame_1034.jpg,2272,624,136.46,200.95,
video5_frame_1034.jpg,2064,490,140.85,208.35,
video5_frame_2184.jpg,824,2082,201,78,
video5_frame_2184.jpg,2043,499,138.53,208.26,
video5_frame_2184.jpg,2792,1216,252.9,152.88,
video5_frame_2184.jpg,2577,33,213.76,134.55,
video5_frame_2184.jpg,2160,551,129.93,206.35,
video5_frame_2184.jpg,3287,869,177.22,165.13,
video5_frame_2184.jpg,3268,366,129.79,218.93,
video5_frame_2184.jpg,2638,0,232.87,65.13,
video5_frame_2184.jpg,2381,610,137.05,231.68,
video5_frame_2184.jpg,968,1762,209.97,157.56,
video5_frame_2184.jpg,3373,437,189.44,271.77,
video5_frame_2184.jpg,2551,139,210.98,155.64,
video5_frame_2184.jpg,2901,42,128.48,214.68,
video1_frame_734.jpg,1616,424,159.82,134.44,
video1_frame_734.jpg,3357,891,399.46,307,
video1_frame_734.jpg,1749,1336,305.1,465.92,
video1_frame_734.jpg,770,1240,375.27,428.26,
video1_frame_734.jpg,1745,911,239.32,331.01,
video1_frame_734.jpg,951,530,193.79,200.99,
video1_frame_734.jpg,859,280,120.27,122.17,
video1_frame_734.jpg,1076,139,87.72,93.84,
video1_frame_734.jpg,1255,123,80.52,75.84,
video1_frame_734.jpg,1195,59,61.4,61.5,
video1_frame_734.jpg,1179,0,54.6,52.1,
video1_frame_580.jpg,865,281,113.05,118.56,
video1_frame_580.jpg,1047,298,107.53,101.34,
video1_frame_580.jpg,950,391,215.12,303.12,
video1_frame_580.jpg,1091,1031,291.14,408.48,
video1_frame_580.jpg,1319,26,65.08,70.49,
video1_frame_580.jpg,1353,63,76.62,82.52,
video1_frame_580.jpg,1431,201,88.91,91.61,
video1_frame_580.jpg,1477,280,107.08,105.36,
video1_frame_580.jpg,1538,383,98.04,122.24,
video1_frame_580.jpg,1601,400,197.34,245.48,
video1_frame_580.jpg,1728,656,204.42,219.97,
video1_frame_580.jpg,1726,911,257.18,369.22,
video1_frame_580.jpg,572,1681,528.01,479.03,
video1_frame_580.jpg,1286,0,50.82,37.73,
video1_frame_580.jpg,1173,0,62.63,45.23,
video1_frame_580.jpg,1193,23,102.62,144.02,
video1_frame_580.jpg,1230,142,76.39,57.27,
video1_frame_580.jpg,1232,189,92.24,83.93,
video1_frame_580.jpg,1242,252,113.77,123.85,
video1_frame_580.jpg,1262,335,124.17,145.53,
video1_frame_580.jpg,1272,456,145.65,146.16,
video1_frame_580.jpg,1253,595,166.94,190.98,
video1_frame_580.jpg,1094,32,55.75,48.13,
video1_frame_580.jpg,1080,74,68.77,61.4,
video1_frame_580.jpg,1074,152,89.39,90.62,
video1_frame_488.jpg,1189,8,67.2,71.47,
video1_frame_488.jpg,1698,509,168.91,204.14,
video1_frame_488.jpg,1719,759,213.61,258.52,
video1_frame_488.jpg,1770,1137,262.54,368.15,
video1_frame_488.jpg,880,1124,354.21,445.88,
video1_frame_488.jpg,1077,160,80.66,71.42,
video1_frame_488.jpg,1084,30,52.36,44,
video1_frame_488.jpg,1217,112,71.63,65.52,
video1_frame_488.jpg,1238,163,85.96,93.74,
video1_frame_488.jpg,1230,592,170.64,187.73,
video1_frame_488.jpg,1555,376,135.08,123.78,
video1_frame_488.jpg,1500,287,118.13,115.43,
video1_frame_488.jpg,1407,202,125.05,112.36,
video1_frame_488.jpg,1415,161,79.41,57.12,
video1_frame_488.jpg,1379,119,82.55,63.27,
video1_frame_488.jpg,1354,78,64.47,56.97,
video1_frame_488.jpg,1326,50,58.17,54.02,
video1_frame_488.jpg,945,451,205.32,221.53,
video1_frame_488.jpg,1244,290,104.14,104.62,
video1_frame_488.jpg,865,280,111.82,121.17,
video5_frame_2039.jpg,3291,915,180.52,165.48,
video5_frame_2039.jpg,3288,424,132.94,207.87,
video5_frame_2039.jpg,2163,579,132.48,204.65,
video5_frame_2039.jpg,3386,477,194.38,274,
video5_frame_2039.jpg,2563,168,213.46,158.57,
video5_frame_2039.jpg,2047,525,133.83,208.38,
video5_frame_2039.jpg,2385,640,136.62,232.25,
video5_frame_2039.jpg,2915,76,132.96,215.89,
video5_frame_2039.jpg,2642,0,230.95,89.76,
video5_frame_2039.jpg,2590,63,215.9,134.17,
video5_frame_2039.jpg,794,2096,183.92,64.28,
video5_frame_2039.jpg,946,1776,210.29,157.6,
video5_frame_1287.jpg,3306,858,179.66,168.09,
video5_frame_1287.jpg,3569,1287,271,176,
video5_frame_1287.jpg,3176,1362,209.39,137.12,
video5_frame_1287.jpg,2840,1039,247.9,133.65,
video5_frame_1287.jpg,2312,946,182.22,109.79,
video5_frame_1287.jpg,2396,608,133.34,231.63,
video5_frame_1287.jpg,2585,30,214.41,140.54,
video5_frame_1287.jpg,2559,135,212.85,153.38,
video5_frame_1287.jpg,1195,384,194.98,156.28,
video5_frame_1287.jpg,3391,421,191.56,271.94,
video5_frame_1287.jpg,3281,354,139.55,225,
video5_frame_1287.jpg,2056,500,134.09,211.47,
video5_frame_1287.jpg,1912,803,218.48,141.17,
video5_frame_1287.jpg,2173,551,130.33,206.96,
video5_frame_1287.jpg,2264,631,141.98,204.33,
video5_frame_1412.jpg,2062,503,129.9,200.91,
video5_frame_1412.jpg,2576,134,204.9,153.51,
video5_frame_1412.jpg,2398,605,136.06,230.24,
video5_frame_1412.jpg,2177,552,127.46,201.21,
video5_frame_1412.jpg,836,2083,198.4,76.62,
video5_frame_1412.jpg,3311,867,177.75,165.55,
video5_frame_1412.jpg,3296,381,115.58,199.83,
video5_frame_1412.jpg,166,0,229.2,73.26,
video5_frame_1412.jpg,1725,779,192.37,149.2,
video5_frame_1412.jpg,3398,432,190.91,273.09,
video5_frame_1412.jpg,2598,30,211.49,129.22,
video5_frame_463.jpg,2531,147,212.68,151.48,
video5_frame_463.jpg,2553,38,216.25,134.64,
video5_frame_463.jpg,3270,425,115.31,160.84,
video5_frame_463.jpg,3371,430,185.95,277.62,
video5_frame_463.jpg,3288,872,176.46,168.3,
video5_frame_463.jpg,2367,622,134.14,234.1,
video5_frame_463.jpg,2234,644,140.25,202.99,
video5_frame_463.jpg,2141,568,129.13,207.48,
video5_frame_463.jpg,2022,515,134.04,209.32,
video5_frame_463.jpg,1862,1006,119.96,247.87,
video5_frame_1835.jpg,3619,1286,221,170,
video5_frame_1835.jpg,966,1764,208.68,158.3,
video5_frame_1835.jpg,820,2086,193.89,73.7,
video5_frame_1835.jpg,3380,441,190.13,272.9,
video5_frame_1835.jpg,1823,1393,152.5,201.7,
video5_frame_1835.jpg,2184,898,223.95,124.7,
video5_frame_1835.jpg,2766,304,141.54,208.28,
video5_frame_1835.jpg,1295,1974,174.72,185.74,
video5_frame_1835.jpg,2581,28,212.67,140.72,
video5_frame_1835.jpg,3424,1463,221.87,145.34,
video5_frame_1835.jpg,3280,433,120.74,162.54,
video5_frame_1835.jpg,2555,142,209.88,155.21,
video5_frame_1835.jpg,2046,501,132.6,209.48,
video5_frame_1835.jpg,3292,875,177.5,166.33,
video5_frame_1835.jpg,2161,556,127.43,204.71,
video5_frame_1835.jpg,2384,613,135.04,231.15,
video5_frame_2037.jpg,3290,919,180.93,166.29,
video5_frame_2037.jpg,2048,534,134.52,202.28,
video5_frame_2037.jpg,2163,583,132.48,205.33,
video5_frame_2037.jpg,2563,172,212.23,158.16,
video5_frame_2037.jpg,2591,67,215.9,136.21,
video5_frame_2037.jpg,2384,645,137.59,230.78,
video5_frame_2037.jpg,2640,0,232.17,95.85,
video5_frame_2037.jpg,2915,81,132.55,215.9,
video5_frame_2037.jpg,797,2098,169.54,62.3,
video5_frame_2037.jpg,947,1779,210.78,158.57,
video5_frame_2037.jpg,3386,486,193.79,270.49,
video5_frame_2037.jpg,3289,421,127.67,213.11,
video1_frame_480.jpg,135,1349,483.66,483.66,
video1_frame_480.jpg,780,751,244.03,231.29,
video1_frame_480.jpg,1024,962,283.07,349.08,
video1_frame_480.jpg,1234,548,183.76,230.88,
video1_frame_480.jpg,1251,353,122.9,129.38,
video1_frame_480.jpg,1240,236,100.49,94.76,
video1_frame_480.jpg,1102,17,49.61,45.19,
video1_frame_480.jpg,1070,94,93.82,106.59,
video1_frame_480.jpg,1214,118,71.36,66.72,
video1_frame_480.jpg,1205,57,64.47,58.33,
video1_frame_480.jpg,1195,23,53.56,45.71,
video1_frame_480.jpg,3236,1043,397.48,332.95,
video1_frame_480.jpg,1757,1301,322.68,487.9,
